genome,domain,phylum,class,order,family,genus,species,source,assembly,accession,sample,substrate,country,origin,assign,database
MASTER_WP4_FFoQSI_3__VB13-29__bin.36,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium stercoravium,Carlino et al. 2024,MAG,NA,ripened_cheese_a_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_1__FI010_71775__bin.25,Bacteria,Actinomycetota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Micropruina,Micropruina glycogenica,Carlino et al. 2024,MAG,NA,finocchiona,meat,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_2__J-18__bin.1,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,Microsaccharimonas,Microsaccharimonas sp.,Carlino et al. 2024,MAG,NA,post_processed_vegetables,vegetable,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_2020__ERS3967740__bin.7,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Aquaspirillaceae,Microvirgula,Microvirgula aerodenitrificans,Carlino et al. 2024,MAG,NA,beet_kvass,grains,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_xxxx__AF27__bin.4,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Mixta,Mixta sp.,Carlino et al. 2024,MAG,NA,full_fat_milk_whole_milk_white_vinegar_salt,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
ZhaoCC_2020__SRS5803195__bin.38,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Moellerella,Moellerella sp.,Carlino et al. 2024,MAG,NA,hongeo,seafood,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
EBC_133.12,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Moellerella,Moellerella wisconsensis,This paper,MAG,NA,Queens SF Mukeunji,vegetable,United States of America,"San Francisco, CA, United States of America",prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_CSIC_2__P2603__bin.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella_A,Moraxella_A cinereus,Carlino et al. 2024,MAG,NA,whey,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_2__A-20__bin.25,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella_A,Moraxella_A sp002478835 subsp. 1,Carlino et al. 2024,MAG,NA,raw_milk,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_CSIC_2__P2619__bin.31,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella_A,Moraxella_A sp002478835 subsp. 2,Carlino et al. 2024,MAG,NA,cheese_1_after_ripening;interior,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
ODFM-BA-A-0157-001_Morganella_morganii_FAM24091,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Morganella,Morganella morganii_A,Whon et al. 2021,draft,NA,cheese,dairy,Switzerland,Switzerland,prokaryote,MiFoDB_gamma_v1_prok
DeFilippisF_xxxx__DF_37__bin.11,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Morganella,Morganella psychrotolerans,Carlino et al. 2024,MAG,NA,fontina,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
DeFilippisF_xxxx__DF_59__bin.18,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Morganella,Morganella psychrotolerans_B,Carlino et al. 2024,MAG,NA,gorgonzola,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_2__J-16__bin.24,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter sp. 1,Carlino et al. 2024,MAG,NA,pre_processed_vegetables,vegetable,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_2__J-18__bin.12,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter sp. 2,Carlino et al. 2024,MAG,NA,post_processed_vegetables,vegetable,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
AlvarezOrdonezA_xxxx__Q07-29__bin.13,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Murinocardiopsis,Murinocardiopsis sp.,Carlino et al. 2024,MAG,NA,cheese_1_after_ripening;rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
ODFM-BA-A-0156-001_Mycetocola_reblochoni_JCM_30549,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Mycetocola_B,Mycetocola_B reblochoni,Whon et al. 2021,draft,NA,cheese,dairy,China,China,prokaryote,MiFoDB_gamma_v1_prok
GCF_002102175.1_ASM210217v1_genomic,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium gastri,NCBI,RefSeq,GCF_002102175.1,gastric lavage,NA,Italy,Italy,prokaryote,MiFoDB_gamma_v1_prok
Imad_S-8.bin.4,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Metamycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis agalactiae,Kothe et al. 2022,MAG,NA,serdaleh,dairy,Lebanon,Lebanon,prokaryote,MiFoDB_gamma_v1_prok
ODFM-BA-A-0030-002_Natrinema_sp._CBA1119,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema sp002572525,Whon et al. 2021,draft,NA,solar salt,salt,South Korea,South Korea,prokaryote,MiFoDB_gamma_v1_prok
ODFM-BA-A-0034-002_Haloterrigena_jeotgali_A29,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema thermotolerans,Whon et al. 2021,NA,NA,fermented seafoods,seafood,South Korea,South Korea,prokaryote,MiFoDB_gamma_v1_prok
ODFM-BA-A-0102-004_Natronomonas_sp._CBA1123,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas sp009741925,Whon et al. 2021,NA,NA,solar salt,salt,South Korea,South Korea,prokaryote,MiFoDB_gamma_v1_prok
GCF_008330805.1_ASM833080v1_genomic,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,Neisseria meningitidis,NCBI,RefSeq,GCF_008330805.1,invasive meningococcal disease,NA,Sweden,Sweden,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_2__VB16-22__bin.17,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Nesterenkonia,Nesterenkonia halophila,Carlino et al. 2024,MAG,NA,brine,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
AlvarezOrdonezA_xxxx__Q07-22__bin.19,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Nesterenkonia,Nesterenkonia koreensis,Carlino et al. 2024,MAG,NA,brine,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_2__VB03-30__bin.18,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Nesterenkonia,Nesterenkonia sp. 1,Carlino et al. 2024,MAG,NA,ripened_cheese_b_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
AlvarezOrdonezA_xxxx__Q07-22__bin.18,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Nesterenkonia,Nesterenkonia sp. 2,Carlino et al. 2024,MAG,NA,brine,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_1__KM-1G__bin.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Nesterenkonia,Nesterenkonia sp. 3,Carlino et al. 2024,MAG,NA,ripened_cheese_c1_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MortensenS_xxxx__WK069-1-L-08h-05C8_S78__bin.4,Bacteria,Bacillota,Bacilli,Bacillales,DSM-18226,Niallia,Niallia sp.,Carlino et al. 2024,MAG,NA,water_kefir_figs_dried_liquid,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_1__KM-2D__bin.34,Bacteria,Actinomycetota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. 1,Carlino et al. 2024,MAG,NA,ripened_cheese_d2_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_CSIC_1__P2137_73322__bin.36,Bacteria,Actinomycetota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. 2,Carlino et al. 2024,MAG,NA,brine,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
EBC_110.6,Bacteria,Actinobacteriota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Nocardiopsis,Nocardioides sp. 3,This paper,MAG,NA,Larger cheese wheel Reiss,dairy,United States of America,"San Francisco, CA, United States of America",prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_1__VB-08-BD__bin.39,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Nocardiopsis,Nocardioides sp. 4,Carlino et al. 2024,MAG,NA,ripened_cheese_d2_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_1__KM-2D__bin.28,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Nocardiopsis,Nocardiopsis sp900143625,Carlino et al. 2024,MAG,NA,ripened_cheese_d2_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_xxxx__AF83__bin.9,Bacteria,Bacillota,Bacilli,Staphylococcales,Salinicoccaceae,Nosocomiicoccus,Nosocomiicoccus stercorigallinarum,Carlino et al. 2024,MAG,NA,parkia_biglobosa_seeds,seed,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
ArikanM_2020__ERS1939593__bin.5,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Novacetimonas,Novacetimonas entanii,Carlino et al. 2024,MAG,NA,kombucha,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_2020__ERS3967715__bin.5,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp.,Carlino et al. 2024,MAG,NA,water_kefir_lemon,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_1__VB-16-M15__bin.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Aeromonadaceae,Oceanisphaera,Oceanisphaera sp.,Carlino et al. 2024,MAG,NA,ripened_cheese_c2_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
XieM_2019__SAMC044639__bin.27,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus indicireducens,Carlino et al. 2024,MAG,NA,dajiang-meju,legumes,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_xxxx__AF43__bin.10,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus sp.,Carlino et al. 2024,MAG,NA,pentaclehtra_macrophylla_oil_bean,seed,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
PothakosV_2020__ERS2068299__bin.14,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum_A,Ochrobactrum_A pseudogrignonensis,Carlino et al. 2024,MAG,NA,coffee_arabica,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_000241055.1_ASM24105v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus kitaharae,NCBI,RefSeq,GCF_000241055.1,Type material of Oenococcus kitaharae,NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_020510245.1_ASM2051024v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,NCBI,RefSeq,GCF_020510245.1,Wine,fruit,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_004102045.2_ASM410204v2_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus sicerae,NCBI,RefSeq,GCF_004102045.2,Apple juice in fermentation (cider),fruit,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MortensenS_xxxx__WK015-2-L-48h-02C6_S84__bin.6,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus sp.,Carlino et al. 2024,MAG,NA,water_kefir_figs_fresh_liquid,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_2020__ERS3967723__bin.8,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus sp004010835,Carlino et al. 2024,MAG,NA,kombucha,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_3__VB13-30__bin.32,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermatophilaceae,Ornithinicoccus,Ornithinicoccus sp.,Carlino et al. 2024,MAG,NA,ripened_cheese_b_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
EBC_089.4,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paenalcaligenes,Paenalcaligenes sp012518715,This paper,MAG,NA,Dawadawa,soy,Ghana,Ghana,prokaryote,MiFoDB_gamma_v1_prok
MortensenS_xxxx__WK008-2-G-48h-01D2_S8__bin.1,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus polymyxa_C,Carlino et al. 2024,MAG,NA,water_kefir_figs_dried_grain,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
SalvettiE_2016__SRS1050145__bin.9,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. 1,Carlino et al. 2024,MAG,NA,vitis_vinifera_l_cv_corvina_grape_withering,fruit,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
SalvettiE_2016__SRS1050145__bin.6,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. 2,Carlino et al. 2024,MAG,NA,vitis_vinifera_l_cv_corvina_grape_withering,fruit,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_xxxx__AF59__bin.6,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Paenochrobactrum,Paenochrobactrum gallinarii,Carlino et al. 2024,MAG,NA,pentaclehtra_macrophylla_oil_bean,seed,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_CSIC_1__P2134_73322__bin.19,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Palleronia,Palleronia sp.,Carlino et al. 2024,MAG,NA,brine,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
XieM_2019__SAMC044639__bin.32,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea agglomerans,Carlino et al. 2024,MAG,NA,dajiang-meju,legumes,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
EBC_140.10,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea brenneri,This paper,MAG,NA,Wild Sauerkraut 96h,vegetable,United States of America,"Stanford, CA, United States of America",prokaryote,MiFoDB_gamma_v1_prok
SEM_44_S61.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea sp.,This paper,MAG,NA,Tempeh 0h,soy,United States of America,"Los Angeles, CA, United States of America",prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_CSIC_2__P2623__bin.59,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea sp900215435,Carlino et al. 2024,MAG,NA,whey,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_xxxx__AF17__bin.5,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia tropica,Carlino et al. 2024,MAG,NA,millet,grains,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_TEAGASC_1__TGS15-30__bin.9,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus marcusii,Carlino et al. 2024,MAG,NA,cheese_2_after_ripening;rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_TEAGASC_1__TGS15-30__bin.20,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus sp.,Carlino et al. 2024,MAG,NA,cheese_2_after_ripening;rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_001437205.1_ASM143720v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Paralactobacillus,Paralactobacillus selangorensis,NCBI,RefSeq,GCF_001437205.1,Type material of Lactobacillus selangorensis,NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
DeFilippisF_xxxx__DF_11__bin.15,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Cellulomonadaceae,Paraoerskovia,Paraoerskovia sp.,Carlino et al. 2024,MAG,NA,pecorino,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_TEAGASC_1__TGS01-29__bin.2,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Paucilactobacillus,Paucilactobacillus hokkaidonensis,Carlino et al. 2024,MAG,NA,cheese_1_after_ripening;rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_005405145.1_ASM540514v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Paucilactobacillus,Paucilactobacillus kaifaensis,NCBI,RefSeq,GCF_005405145.1,Pickle,vegetable,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_008632615.1_ASM863261v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Paucilactobacillus,Paucilactobacillus nenjiangensis,NCBI,RefSeq,GCF_008632615.1,Fermented vegetables,vegetable,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
